,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2023-06-09,12.9,13.05,13.6,11.96,2831691,3588367210.0,14.77,17.57,1.95,67.04,688472
1,2023-06-12,12.98,14.67,15.13,12.81,2087778,2921000084.0,17.78,12.41,1.62,49.42,688472
2,2023-06-13,14.35,14.8,15.67,14.35,1331645,2013896942.0,9.0,0.89,0.13,31.52,688472
3,2023-06-14,14.67,15.19,15.56,14.64,866793,1310631855.0,6.22,2.64,0.39,20.52,688472
4,2023-06-15,15.1,16.4,16.85,14.7,1161278,1864999939.0,14.15,7.97,1.21,27.49,688472
5,2023-06-16,16.55,19.68,19.68,16.46,1107184,2017546001.0,19.63,20.0,3.28,26.21,688472
6,2023-06-19,20.25,19.0,20.25,17.88,1312894,2463510191.0,12.04,-3.46,-0.68,31.08,688472
7,2023-06-20,18.52,19.05,20.56,18.06,1154898,2211669510.0,13.16,0.26,0.05,27.34,688472
8,2023-06-21,18.77,18.81,19.55,18.6,654389,1247296578.0,4.99,-1.26,-0.24,15.49,688472
9,2023-06-26,18.61,19.03,19.46,17.4,704605,1311875465.0,10.95,1.17,0.22,16.68,688472
10,2023-06-27,18.82,19.27,20.79,18.82,757946,1494848584.0,10.35,1.26,0.24,17.94,688472
11,2023-06-28,19.14,19.37,19.58,18.73,539827,1038569050.0,4.41,0.52,0.1,12.78,688472
12,2023-06-29,19.32,18.74,19.4,18.41,525075,990991300.0,5.11,-3.25,-0.63,12.43,688472
13,2023-06-30,18.58,18.36,18.98,18.1,465746,864562090.0,4.7,-2.03,-0.38,11.03,688472
