,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2023-01-19,90.01,107.0,117.2,89.0,137147,1370232641.0,72.94,176.77,68.34,77.85,688435
1,2023-01-20,105.4,110.0,110.0,100.85,59389,627766610.0,8.55,2.8,3.0,33.71,688435
2,2023-01-30,111.0,105.97,112.99,102.1,48912,522116195.0,9.9,-3.66,-4.03,27.76,688435
3,2023-01-31,105.0,103.0,106.54,99.33,33864,347710746.0,6.8,-2.8,-2.97,19.22,688435
4,2023-02-01,103.1,116.66,116.67,101.14,45932,498492826.0,15.08,13.26,13.66,26.07,688435
5,2023-02-02,114.0,113.45,115.66,109.7,35944,405018213.0,5.11,-2.75,-3.21,20.4,688435
6,2023-02-03,111.9,118.78,119.5,110.0,38566,444626020.0,8.37,4.7,5.33,21.89,688435
7,2023-02-06,115.0,108.0,117.6,106.07,37747,417252449.0,9.71,-9.08,-10.78,21.43,688435
8,2023-02-07,106.0,103.51,108.0,102.02,22329,234700016.0,5.54,-4.16,-4.49,12.67,688435
9,2023-02-08,103.2,103.56,105.58,101.0,20668,214239219.0,4.42,0.05,0.05,11.73,688435
10,2023-02-09,101.59,106.0,106.38,96.7,33140,336452589.0,9.35,2.36,2.44,18.81,688435
11,2023-02-10,105.0,102.98,107.86,100.31,26172,273137212.0,7.12,-2.85,-3.02,14.86,688435
12,2023-02-13,100.69,100.45,101.9,98.22,18107,180382400.0,3.57,-2.46,-2.53,10.28,688435
13,2023-02-14,99.5,98.5,101.77,96.79,14756,145510799.0,4.96,-1.94,-1.95,8.38,688435
14,2023-02-15,97.01,100.09,101.34,94.1,31141,305306839.0,7.35,1.61,1.59,17.68,688435
15,2023-02-16,99.62,100.12,106.18,98.29,35184,360215422.0,7.88,0.03,0.03,19.97,688435
16,2023-02-17,100.66,98.5,103.86,95.27,24008,236236693.0,8.58,-1.62,-1.62,13.63,688435
17,2023-02-20,99.7,103.0,105.1,98.81,23822,245482131.0,6.39,4.57,4.5,13.52,688435
18,2023-02-21,101.58,107.68,108.39,101.5,27659,292843999.0,6.69,4.54,4.68,15.7,688435
19,2023-02-22,106.1,108.18,110.5,105.0,13543,146229553.0,5.11,0.46,0.5,7.69,688435
20,2023-02-23,106.1,107.0,108.18,103.68,11777,125336312.0,4.16,-1.09,-1.18,6.68,688435
21,2023-02-24,106.9,110.23,114.84,106.22,19484,218140467.0,8.06,3.02,3.23,11.06,688435
22,2023-02-27,108.54,114.98,116.62,108.54,20090,230184197.0,7.33,4.31,4.75,11.4,688435
23,2023-02-28,115.94,114.83,118.5,111.23,13274,151195170.0,6.32,-0.13,-0.15,7.53,688435
24,2023-03-01,114.83,114.98,117.44,111.21,19546,223870884.0,5.43,0.13,0.15,11.09,688435
25,2023-03-02,113.26,114.39,121.27,113.05,24275,285012951.0,7.15,-0.51,-0.59,13.78,688435
26,2023-03-03,112.96,112.55,116.5,107.8,22396,251145216.0,7.61,-1.61,-1.84,12.71,688435
27,2023-03-06,114.17,114.06,115.56,110.28,10366,116838804.0,4.69,1.34,1.51,5.88,688435
28,2023-03-07,116.35,109.68,116.35,109.42,8857,98837620.0,6.08,-3.84,-4.38,5.03,688435
29,2023-03-08,110.48,113.14,113.53,109.99,6659,74934252.0,3.23,3.15,3.46,3.78,688435
30,2023-03-09,113.2,112.04,114.18,108.3,10184,112797610.0,5.2,-0.97,-1.1,5.78,688435
31,2023-03-10,110.45,114.03,119.99,110.32,13800,159323946.0,8.63,1.78,1.99,7.83,688435
32,2023-03-13,114.27,116.0,116.0,110.52,8465,95835081.0,4.81,1.73,1.97,4.8,688435
33,2023-03-14,118.22,112.51,120.0,112.51,10326,118842383.0,6.46,-3.01,-3.49,5.86,688435
34,2023-03-15,112.49,110.64,113.48,109.52,4954,55192585.0,3.52,-1.66,-1.87,2.81,688435
35,2023-03-16,110.64,110.02,111.47,108.51,4132,45495878.0,2.68,-0.56,-0.62,2.35,688435
36,2023-03-17,110.58,112.62,113.85,108.0,7281,81176323.0,5.32,2.36,2.6,4.13,688435
37,2023-03-20,110.71,109.21,111.99,106.53,7976,86709543.0,4.85,-3.03,-3.41,4.53,688435
38,2023-03-21,110.03,109.3,110.7,107.53,5703,62213961.0,2.9,0.08,0.09,3.24,688435
39,2023-03-22,109.01,108.05,111.0,107.02,4840,52387752.0,3.64,-1.14,-1.25,2.75,688435
40,2023-03-23,106.01,105.5,108.05,103.5,7606,80220292.0,4.21,-2.36,-2.55,4.32,688435
41,2023-03-24,103.9,106.94,107.49,103.9,3520,37389216.0,3.4,1.36,1.44,2.0,688435
42,2023-03-27,108.9,123.0,127.6,107.62,18843,219308357.0,18.68,15.02,16.06,10.7,688435
43,2023-03-28,123.94,119.46,124.5,116.0,12966,154047039.0,6.91,-2.88,-3.54,7.36,688435
44,2023-03-29,119.0,114.92,119.0,112.55,8435,96932361.0,5.4,-3.8,-4.54,4.79,688435
45,2023-03-30,114.82,115.8,117.31,112.55,7887,90824006.0,4.14,0.77,0.88,4.48,688435
46,2023-03-31,115.0,117.41,120.8,110.51,9703,113201467.0,8.89,1.39,1.61,5.51,688435
47,2023-04-03,117.41,119.43,122.96,117.27,8932,106668288.0,4.85,1.72,2.02,5.07,688435
48,2023-04-04,122.09,118.99,122.09,116.2,6907,82091688.0,4.93,-0.37,-0.44,3.92,688435
49,2023-04-06,117.16,128.1,133.0,115.0,13648,170259305.0,15.13,7.66,9.11,7.75,688435
50,2023-04-07,127.0,126.26,129.0,123.33,5801,72908089.0,4.43,-1.44,-1.84,3.29,688435
51,2023-04-10,127.0,123.3,130.63,120.25,8085,101356836.0,8.22,-2.34,-2.96,4.59,688435
52,2023-04-11,123.15,120.15,123.49,118.69,3704,44790774.0,3.89,-2.55,-3.15,2.1,688435
53,2023-04-12,120.39,125.28,127.6,119.4,7093,87915020.0,6.82,4.27,5.13,4.03,688435
54,2023-04-13,123.88,123.33,128.39,122.37,6427,81019500.0,4.81,-1.56,-1.95,3.65,688435
55,2023-04-14,123.33,132.33,132.33,122.27,9562,123332975.0,8.16,7.3,9.0,5.43,688435
